TIME,SST
1919-02-15,18.684477
1919-03-16,18.701414
1919-04-16,18.616276
1919-05-16,18.54613
1919-06-16,18.481045
1919-07-16,18.40644
1919-08-16,18.545673
1919-09-16,18.502981
1919-10-16,18.243414
1919-11-16,18.039791
1919-12-16,18.175894
1920-01-16,18.34835
1920-02-15,18.540508
1920-03-16,18.649828
1920-04-16,18.582415
1920-05-16,18.530725
1920-06-16,18.476957
1920-07-16,18.401855
1920-08-16,18.572027
1920-09-16,18.516544
1920-10-16,18.396873
1920-11-16,18.212503
1920-12-16,18.203978
1921-01-16,18.346659
1921-02-15,18.547644
1921-03-16,18.601925
1921-04-16,18.496664
1921-05-16,18.423923
1921-06-16,18.403236
1921-07-16,18.596014
1921-08-16,18.57649
1921-09-16,18.505695
1921-10-16,18.422731
1921-11-16,18.211802
1921-12-16,18.241186
1922-01-16,18.362482
1922-02-15,18.58993
1922-03-16,18.52899
1922-04-16,18.369886
1922-05-16,18.31481
1922-06-16,18.316345
1922-07-16,18.43435
1922-08-16,18.528116
1922-09-16,18.391245
1922-10-16,18.290684
1922-11-16,18.126432
1922-12-16,18.187885
1923-01-16,18.347763
1923-02-15,18.508778
1923-03-16,18.555706
1923-04-16,18.483593
1923-05-16,18.326937
1923-06-16,18.342384
1923-07-16,18.393763
1923-08-16,18.425335
1923-09-16,18.38187
1923-10-16,18.26293
1923-11-16,18.23429
1923-12-16,18.316502
1924-01-16,18.429111
1924-02-15,18.524855
1924-03-16,18.553757
1924-04-16,18.51552
1924-05-16,18.404404
1924-06-16,18.385818
1924-07-16,18.445452
1924-08-16,18.542974
1924-09-16,18.387903
1924-10-16,18.237188
1924-11-16,18.027626
1924-12-16,18.12162
1925-01-16,18.286572
1925-02-15,18.511314
1925-03-16,18.559006
1925-04-16,18.434677
1925-05-16,18.412928
1925-06-16,18.389286
1925-07-16,18.498926
1925-08-16,18.592453
1925-09-16,18.495026
1925-10-16,18.342129
1925-11-16,18.225677
1925-12-16,18.389832
1926-01-16,18.488743
1926-02-15,18.671356
1926-03-16,18.768389
1926-04-16,18.664064
1926-05-16,18.594202
1926-06-16,18.524172
1926-07-16,18.62266
1926-08-16,18.755865
1926-09-16,18.6068
1926-10-16,18.493752
1926-11-16,18.181194
1926-12-16,18.333849
1927-01-16,18.454546
1927-02-15,18.672945
1927-03-16,18.594551
1927-04-16,18.564112
1927-05-16,18.438087
1927-06-16,18.451975
1927-07-16,18.571726
1927-08-16,18.687128
1927-09-16,18.531874
1927-10-16,18.384365
1927-11-16,18.258326
1927-12-16,18.2866
1928-01-16,18.460716
1928-02-15,18.573503
1928-03-16,18.60811
1928-04-16,18.494513
1928-05-16,18.424114
1928-06-16,18.420353
1928-07-16,18.533281
1928-08-16,18.610947
1928-09-16,18.551735
1928-10-16,18.35901
1928-11-16,18.246956
1928-12-16,18.247793
1929-01-16,18.394918
1929-02-15,18.546806
1929-03-16,18.548159
1929-04-16,18.493038
1929-05-16,18.359018
1929-06-16,18.3948
1929-07-16,18.449047
1929-08-16,18.5625
1929-09-16,18.477993
1929-10-16,18.339485
1929-11-16,18.29356
1929-12-16,18.271364
1930-01-16,18.40725
1930-02-15,18.607344
1930-03-16,18.591778
1930-04-16,18.567781
1930-05-16,18.473051
1930-06-16,18.476757
1930-07-16,18.587017
1930-08-16,18.707037
1930-09-16,18.647404
1930-10-16,18.520407
1930-11-16,18.390732
1930-12-16,18.395433
1931-01-16,18.605621
1931-02-15,18.672764
1931-03-16,18.740688
1931-04-16,18.633257
1931-05-16,18.58945
1931-06-16,18.613276
1931-07-16,18.668913
1931-08-16,18.709446
1931-09-16,18.53775
1931-10-16,18.384708
1931-11-16,18.263313
1931-12-16,18.344595
1932-01-16,18.426395
1932-02-15,18.6637
1932-03-16,18.682358
1932-04-16,18.500546
1932-05-16,18.505234
1932-06-16,18.493639
1932-07-16,18.55142
1932-08-16,18.67893
1932-09-16,18.607946
1932-10-16,18.42263
1932-11-16,18.29439
1932-12-16,18.29959
1933-01-16,18.493269
1933-02-15,18.67202
1933-03-16,18.646044
1933-04-16,18.581734
1933-05-16,18.493235
1933-06-16,18.505268
1933-07-16,18.567972
1933-08-16,18.694387
1933-09-16,18.518398
1933-10-16,18.362572
1933-11-16,18.176392
1933-12-16,18.21038
1934-01-16,18.36479
1934-02-15,18.463202
1934-03-16,18.534195
